;wkr_nr2013;wkr_nr2017;wkr_name_2017;bula_2017;bula_name_2017;bula_abk_2017;change2017;new2017;ost_2017;wkr_nr2009;wkr_nr2005;wkr_nr2002;wkr_nr1998;change2013;new2013;change2009;new2009;change2005;new2005;change2002;new2002;jahr_2002;wkr_name_2002;bula_2002;ost_2002;wahlberechtigte_2002;waehler_2002;zweitstimmegueltig_2002;spd1_2002;spd2_2002;cdu1_2002;cdu2_2002;csu1_2002;csu2_2002;gru1_2002;gru2_2002;fdp1_2002;fdp2_2002;pds1_2002;pds2_2002;jahr_2005;wkr_name_2005;bula_2005;ost_2005;wahlberechtigte_2005;waehler_2005;zweitstimmegueltig_2005;spd1_2005;spd2_2005;cdu1_2005;cdu2_2005;csu1_2005;csu2_2005;gru1_2005;gru2_2005;fdp1_2005;fdp2_2005;pds1_2005;pds2_2005;jahr_2009;wkr_name_2009;bula_2009;ost_2009;wahlberechtigte_2009;waehler_2009;zweitstimmegueltig_2009;spd1_2009;spd2_2009;cdu1_2009;cdu2_2009;fdp1_2009;fdp2_2009;pds1_2009;pds2_2009;gru1_2009;gru2_2009;csu1_2009;csu2_2009;jahr_2013;wkr_name_2013;cdsu1share_2002;spd1share_2002;fdp1share_2002;gru1share_2002;lin1share_2002;cdsu2share_2002;spd2share_2002;fdp2share_2002;gru2share_2002;lin2share_2002;cdsu1share_2005;spd1share_2005;fdp1share_2005;gru1share_2005;lin1share_2005;cdsu2share_2005;spd2share_2005;fdp2share_2005;gru2share_2005;lin2share_2005;cdsu1share_2009;spd1share_2009;fdp1share_2009;gru1share_2009;lin1share_2009;cdsu2share_2009;spd2share_2009;fdp2share_2009;gru2share_2009;lin2share_2009
74;74;74;Mansfeld;15;Sachsen-Anhalt;ST;0;0;1;75;75;75;295;0;0;1;0;1;0;1;0;2002;Mansfelder Land;14;1;213438;146412;144146;57245;60197;44667;44518;0;0;2375;3246;11995;10876;24426;21775;2005;Mansfelder Land;14;1;208678;146377;143151;46826;44034;40155;34938;0;0;2848;4233;7375;12399;39734;41058;2009;Mansfeld;15;1;232086;136840;134102;23028;21030;43014;39645;10818;14574;47051;46802;5465;4977;0;0;2013;Mansfeld;0,309873322880968;0,390985711553698;0,0819263448351228;0,0162213479769418;0,166830587656749;0,308839648689523;0,41114799333388;0,0742835286725132;0,022170313908696;0,148724148293856;0,280507995054174;0,319899984287149;0,0503835985161603;0,0194566086202067;0,271449749619134;0,244063960433389;0,300825949431946;0,084705930576525;0,0289184776296823;0,28049488649173;0,320755842567598;0,168284127448115;0,0790558316281789;0,0399371528792751;0,343839520608009;0,29563317474758;0,153683133586671;0,106503946214557;0,0363709441683718;0,34201987722888
75;75;75;Berlin-Mitte;11;Berlin;BE;0;0;1;76;76;76;250;0;0;0;0;0;0;1;0;2002;Berlin-Mitte;11;1;201240;150464;148422;61166;54832;36578;34442;0;0;18949;28225;7157;9282;19105;14684;2005;Berlin-Mitte;11;1;192321;142190;139785;58445;48550;32321;27047;0;0;19375;25309;5188;10527;19271;20989;2009;Berlin-Mitte;11;1;197252;133355;131015;33943;27780;28760;24854;8869;13590;24871;25216;28108;28880;0;0;2013;Berlin-Mitte;0,246445944671275;0,406515844321565;0,0475661952360698;0,125937101233518;0,126973894087622;0,232054547169557;0,364419396001701;0,0616891748192259;0,187586399404509;0,0975914504466185;0,231219372607934;0,411034531260989;0,0364863914480624;0,136261340459948;0,135529924748576;0,193490002503845;0,34144454602996;0,0740347422462902;0,17799423306843;0,147612349672973;0,219516849215739;0,254531138689963;0,0665066926624424;0,210775748940797;0,186502193393574;0,189703469068427;0,208316148625848;0,10190843987852;0,216564808218664;0,189089272993139
76;76;76;Berlin-Pankow;11;Berlin;BE;0;0;1;77;77;77;261;0;0;0;0;0;0;0;0;2002;Berlin-Pankow;11;1;220153;169910;167993;74948;63503;28089;26765;0;0;10784;27173;6172;8248;43833;33939;2005;Berlin-Pankow;11;1;224621;174821;172442;70730;59613;26407;24750;0;0;21946;27181;5241;9839;41864;42051;2009;Berlin-Pankow;11;1;232250;166099;163749;44769;29850;28374;28163;9604;13626;47070;45099;26674;32401;0;0;2013;Berlin-Pankow;0,167203395379569;0,441104113942676;0,036325113295274;0,0634688952975104;0,257977752928021;0,159322114611918;0,373744923783179;0,0485433464775469;0,159925843093402;0,199746924842564;0,153135547024507;0,404585261496045;0,0299792359041534;0,125534117754732;0,239467798491028;0,143526519061482;0,34099450294873;0,0562804239765246;0,155479032839304;0,240537464034641;0,173277394060422;0,269532026080831;0,0578209381152204;0,160590972853539;0,283385210025346;0,171988836573048;0,179712099410592;0,0820354126153679;0,195070409815833;0,271518793008989
77;77;77;Berlin-Reinickendorf;11;Berlin;BE;0;0;1;78;78;78;251;0;0;0;0;0;0;1;0;2002;Berlin-Reinickendorf;11;1;187183;150276;148234;62700;52008;62065;56526;0;0;8937;16260;8651;12613;2815;2915;2005;Berlin-Reinickendorf;11;1;185854;147047;144374;61133;48283;54262;47223;0;0;7821;14795;7841;15541;6883;8902;2009;Berlin-Reinickendorf;11;1;183112;132532;129866;35540;27842;50554;42771;13711;20580;10525;12060;13875;17577;0;0;2013;Berlin-Reinickendorf;0,418696115601009;0,41723229258165;0,0575674093002209;0,0594705741435758;0,0187321994197344;0,381329519543425;0,346083206899305;0,0839322313609625;0,108200910325002;0,0193976416726556;0,3758432958843;0,415737825321156;0,053323087176209;0,0531870762409298;0,0468081633763355;0,327087979830163;0,328350799404272;0,1056872972587;0,100614089372786;0,0605384672927703;0,389278179046094;0,268161651525669;0,10345426010322;0,104691697099568;0,0794147828448978;0,329347173240109;0,210077566172698;0,155283252346603;0,132624573687864;0,0909968913168141
78;78;78;Berlin-Spandau  Charlottenburg Nord;11;Berlin;BE;0;0;1;79;79;79;252;0;0;0;0;0;0;1;0;2002;Berlin-Spandau - Charlottenburg-Nord;11;1;184596;143214;140995;62111;53253;54884;49304;0;0;8181;15677;7640;11101;2874;3297;2005;Berlin-Spandau - Charlottenburg Nord;11;1;184180;140504;137441;64119;49797;48791;40351;0;0;6347;14485;5562;13593;7608;9983;2009;Berlin-Spandau - Charlottenburg Nord;11;1;184436;126799;123978;41051;29109;44994;37170;10612;18277;11446;13611;10853;16451;0;0;2013;Berlin-Spandau – Charlottenburg Nord;0,38926203056846;0,433693633304007;0,05334673984387;0,0571243034898823;0,0200678704595919;0,349686159083655;0,371842138338431;0,0775133715977488;0,109465555043501;0,0230214923122041;0,354995961903653;0,456349997153106;0,039586061606787;0,0451730911575471;0,0541479246142459;0,293587794035259;0,354416956100894;0,0967445766668565;0,103093150372943;0,0710513579684564;0,362919227604898;0,323748610004811;0,0836915117627111;0,0855921576668586;0,0902688507007153;0,29981125683589;0,229568056530414;0,144141515311635;0,129740770826268;0,107343117847933
79;79;79;Berlin-Steglitz-Zehlendorf;11;Berlin;BE;0;0;1;80;80;80;253;0;0;0;0;0;0;1;0;2002;Berlin-Steglitz - Zehlendorf;11;1;217030;183251;181369;73783;57251;69453;64054;0;0;18033;33097;13330;17557;2755;3414;2005;Berlin-Steglitz - Zehlendorf;11;1;215568;180247;177886;68537;54034;70874;56937;0;0;17724;28356;9358;23027;6849;9253;2009;Berlin-Steglitz - Zehlendorf;11;1;217335;172795;170607;45691;34488;66075;53085;15138;28876;9325;12270;27392;33004;0;0;2013;Berlin-Steglitz-Zehlendorf;0,382937547210383;0,402633546338083;0,0727417585715767;0,0984060114269499;0,0150340243709448;0,353169505262752;0,31241848612013;0,0958084812634037;0,180610201308588;0,0186301848284593;0,398423709566801;0,380239338241413;0,0519176463408545;0,098331733676566;0,0379978584941774;0,320075778869613;0,299777527503925;0,12775247299539;0,157317458820396;0,0513351123735763;0,387293604600046;0,264423160392372;0,0876067015828004;0,15852310541393;0,0539656818773691;0,311153704127029;0,199589108481148;0,167111316878382;0,191000897016696;0,0710089991029833
80;80;80;Berlin-Charlottenburg-Wilmersdorf;11;Berlin;BE;0;0;1;81;81;81;254;0;0;0;0;0;0;0;0;2002;Berlin-Charlottenburg - Wilmersdorf;11;1;199931;164302;162755;67738;53398;50662;49254;0;0;23005;36611;15016;14757;3271;3728;2005;Berlin-Charlottenburg - Wilmersdorf;11;1;196910;158865;156760;68625;50168;52408;42736;0;0;17273;30468;8591;19341;7042;9152;2009;Berlin-Charlottenburg - Wilmersdorf;11;1;195857;150356;148385;47340;31719;44549;39331;16397;24313;9978;12868;26778;32724;0;0;2013;Berlin-Charlottenburg-Wilmersdorf;0,311277687321434;0,412277391632482;0,0913926793343964;0,140016554880647;0,0199084612481893;0,302626647414826;0,324999087047023;0,0898163138610607;0,222827476232791;0,0226899246509476;0,334319979586629;0,431970541025399;0,0540773612815913;0,108727535958204;0,0443269442608504;0,272620566471039;0,315790136279231;0,121744877726371;0,191785478236238;0,0576086614421049;0,30022576405971;0,31485274947458;0,109054510628109;0,178097315704062;0,0663624996674559;0,265060484550325;0,210959323206257;0,161702891803453;0,217643459522733;0,085583548378515
81;81;81;Berlin-Tempelhof-Schöneberg;11;Berlin;BE;0;0;1;82;82;82;256;0;0;0;0;0;0;0;0;2002;Berlin-Tempelhof - Schöneberg;11;1;237943;191769;189309;67531;66187;65412;60567;0;0;37788;35488;10751;14723;3293;4452;2005;Berlin-Tempelhof - Schöneberg;11;1;234161;185593;182371;62125;62854;59787;49847;0;0;38198;30703;7396;18254;8538;12395;2009;Berlin-Tempelhof - Schöneberg;11;1;232759;172928;169927;38244;36351;54971;45372;13292;23407;13787;16995;44506;36630;0;0;2013;Berlin-Tempelhof-Schöneberg;0,345530323439456;0,352147635957845;0,0560622415510328;0,197049575270247;0,0171717013698773;0,319937245455842;0,345139203938071;0,0767746611808999;0,185055978807837;0,0232154310655007;0,327831727632134;0,33473784032803;0,0398506409185691;0,205815952110263;0,046003890232929;0,273327447894676;0,338665790196829;0,0983550026132451;0,165431885900869;0,0667859240380833;0,323497737263648;0,22115562546262;0,0768643597335307;0,257367227979275;0,0797268227239082;0,267008774356047;0,210208873056995;0,135356911547002;0,211822261287935;0,0982778960029608
82;82;82;Berlin-Neukölln;11;Berlin;BE;0;0;1;83;83;83;257;0;0;0;0;0;0;0;0;2002;Berlin-Neukölln;11;1;197948;148765;146335;61128;53128;53359;49463;0;0;13549;19952;8842;10322;5048;4607;2005;Berlin-Neukölln;11;1;194781;144224;141067;55264;48866;51444;40087;0;0;13381;18438;5076;12035;9375;12260;2009;Berlin-Neukölln;11;1;197444;132613;129256;35168;27639;39618;33469;11468;16486;15852;17986;18805;22698;0;0;2013;Berlin-Neukölln;0,364635938087266;0,410903102208181;0,0594360232581588;0,0910765300978053;0,0339327126676302;0,338012095534219;0,357127012402111;0,0693845998722818;0,134117567976339;0,0309683057170705;0,364677777226424;0,3831817173286;0,0351952518304859;0,0927792877745729;0,0650030508098513;0,284169933435885;0,338820168626581;0,0834465830929665;0,127842800088751;0,0850066563124029;0,306508015101813;0,265192703581097;0,0864771930353736;0,141803593916132;0,119535792116912;0,258935755400136;0,208418480842753;0,124316620542481;0,171159690226448;0,135627728804868
83;83;83;Berlin-Friedrichshain-Kreuzberg  Prenzlauer Berg Ost;11;Berlin;BE;0;0;1;84;84;84;249;0;0;0;0;0;0;0;1;2002;Berlin-Friedrichshain - Kreuzberg - Prenzlauer Berg-Ost;11;1;209818;158449;156030;45400;61160;20321;20047;0;0;49204;36073;4738;5894;33324;26828;2005;Berlin-Friedrichshain - Kreuzberg - Prenzlauer Berg Ost;11;1;215324;164838;162162;33562;60421;18300;17899;0;0;69988;35410;4328;7402;29145;33711;2009;Berlin-Friedrichshain - Kreuzberg - Prenzlauer Berg Ost;11;1;222647;160861;158442;26415;32015;18394;18788;6425;9693;27796;39641;73897;43347;0;0;2013;Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost;0,1302377747869;0,286527526207171;0,0299023660610039;0,310535251090256;0,21031372870766;0,128481702236749;0,385991707110805;0,0371980889750014;0,227663159754874;0,169316309979867;0,112850112850113;0,203605964644075;0,0262560817287276;0,42458656377777;0,176809958868707;0,110377277043944;0,366547762045159;0,0449046943059246;0,214816971814751;0,204509882430022;0,116092955150781;0,164210094429352;0,0399413157943815;0,459384188833838;0,172795146119942;0,118579669532069;0,199022758779319;0,0602569920614692;0,269468671710359;0,246430147767327
84;84;84;Berlin-Treptow-Köpenick;11;Berlin;BE;0;0;1;85;85;85;259;0;0;0;0;0;0;0;0;2002;Berlin-Treptow - Köpenick;11;1;189307;147762;145972;57311;60156;26427;25481;0;0;7414;11137;6059;6970;43924;34178;2005;Berlin-Treptow - Köpenick;11;1;193339;152302;150008;49807;54938;24823;22791;0;0;6051;12468;3532;8448;60470;42675;2009;Berlin-Treptow - Köpenick;11;1;200391;142838;140755;25520;27765;29124;25955;6247;11261;62880;47438;10495;15486;0;0;2013;Berlin-Treptow-Köpenick;0,181041569616091;0,387860207631191;0,0410051298710088;0,0501752818721999;0,297261812915364;0,174560874688296;0,407114143013765;0,0471704497773447;0,0753712050459523;0,231304394905321;0,165477841181804;0,327027878819713;0,0231907657154863;0,0397302727475673;0,397040091397355;0,151931896965495;0,360717521765965;0,0554687397407782;0,0818636656117451;0,2801998660556;0,206912720684878;0,17866394096809;0,0437348604713032;0,0734748456293143;0,440218989344572;0,184398422791375;0,194381047060306;0,0788375642336073;0,108416527814727;0,332110502807376
85;85;85;Berlin-Marzahn-Hellersdorf;11;Berlin;BE;0;0;1;86;86;86;260;0;0;0;0;0;0;0;0;2002;Berlin-Marzahn - Hellersdorf;11;1;198349;142239;140475;47210;54446;25291;24821;0;0;3611;6607;4916;6469;52876;38318;2005;Berlin-Marzahn - Hellersdorf;11;1;200926;147668;145400;42132;49595;23459;20499;0;0;5372;7588;4356;7241;61845;50042;2009;Berlin-Marzahn - Hellersdorf;11;1;203416;128897;126673;20336;20906;24563;22875;6969;9741;60236;51662;7242;8847;0;0;2013;Berlin-Marzahn-Hellersdorf;0,180039152874177;0,33190615794543;0,0345615478174059;0,0253868488951694;0,371740521235386;0,176693361808151;0,38277828162459;0,0454797910558989;0,046449989102848;0,26939165770288;0,161341127922971;0,28531570821031;0,0294986049787361;0,0363789040279546;0,418811116829645;0,140983493810179;0,335854755261804;0,0490356746214481;0,05138554053688;0,338881815965544;0,193908725616351;0,157769381754424;0,0540664251301427;0,0561843952923652;0,467318867002335;0,180583076109352;0,162191517257966;0,075571968315787;0,0686361978944428;0,400800639270115
