;wkr_nr2013;wkr_nr2017;wkr_name_2017;bula_2017;bula_name_2017;bula_abk_2017;change2017;new2017;ost_2017;wkr_nr2009;wkr_nr2005;wkr_nr2002;wkr_nr1998;change2013;new2013;change2009;new2009;change2005;new2005;change2002;new2002;jahr_2002;wkr_name_2002;bula_2002;ost_2002;wahlberechtigte_2002;waehler_2002;zweitstimmegueltig_2002;spd1_2002;spd2_2002;cdu1_2002;cdu2_2002;csu1_2002;csu2_2002;gru1_2002;gru2_2002;fdp1_2002;fdp2_2002;pds1_2002;pds2_2002;jahr_2005;wkr_name_2005;bula_2005;ost_2005;wahlberechtigte_2005;waehler_2005;zweitstimmegueltig_2005;spd1_2005;spd2_2005;cdu1_2005;cdu2_2005;csu1_2005;csu2_2005;gru1_2005;gru2_2005;fdp1_2005;fdp2_2005;pds1_2005;pds2_2005;jahr_2009;wkr_name_2009;bula_2009;ost_2009;wahlberechtigte_2009;waehler_2009;zweitstimmegueltig_2009;spd1_2009;spd2_2009;cdu1_2009;cdu2_2009;fdp1_2009;fdp2_2009;pds1_2009;pds2_2009;gru1_2009;gru2_2009;csu1_2009;csu2_2009;jahr_2013;wkr_name_2013;cdsu1share_2002;spd1share_2002;fdp1share_2002;gru1share_2002;lin1share_2002;cdsu2share_2002;spd2share_2002;fdp2share_2002;gru2share_2002;lin2share_2002;cdsu1share_2005;spd1share_2005;fdp1share_2005;gru1share_2005;lin1share_2005;cdsu2share_2005;spd2share_2005;fdp2share_2005;gru2share_2005;lin2share_2005;cdsu1share_2009;spd1share_2009;fdp1share_2009;gru1share_2009;lin1share_2009;cdsu2share_2009;spd2share_2009;fdp2share_2009;gru2share_2009;lin2share_2009
250;250;250;Schweinfurt;9;Bayern;BY;0;0;0;250;251;251;236;0;0;0;0;0;0;0;0;2002;Schweinfurt;9;0;196958;161232;159754;47921;45197;0;0;92418;90171;9119;10096;7973;7897;0;987;2005;Schweinfurt;9;0;198245;156430;153982;42937;39889;0;0;82989;73981;7797;10252;6483;13320;9848;8178;2009;Schweinfurt;9;0;200116;146050;144183;27794;24747;0;0;13713;18742;14803;13317;14598;13182;66253;62265;2013;Schweinfurt;0,578501946743118;0,297217673910886;0,0494504812940359;0,0565582514637293;0;0,564436571228263;0,28032276471172;0,0489791108464821;0,0626178426118885;0,00612161357546889;0,538952604849917;0,2744805983507;0,0414434571373777;0,0498433804257495;0,0629546762130026;0,480452260653843;0,254995844786806;0,0851499073067826;0,0655373010292143;0,0522789746212363;0,459506321827122;0,190304690174598;0,0938925025676138;0,0999520712084902;0,101355700102705;0,431847027735586;0,169441971927422;0,128325915782266;0,090256761383088;0,0911811023622047
251;251;251;Würzburg;9;Bayern;BY;0;0;0;251;252;252;237;0;0;0;0;0;0;0;0;2002;Würzburg;9;0;218885;181696;180471;58939;54088;0;0;88194;90184;14961;19555;9090;9716;1338;1249;2005;Würzburg;9;0;222087;178409;176271;56719;49232;0;0;82915;75419;15157;19701;8636;16938;5736;6821;2009;Würzburg;9;0;225807;170031;168462;39055;31440;0;0;17030;23203;9334;10582;21914;24341;73800;65294;2013;Würzburg;0,488687933241352;0,32438248502994;0,050028619232124;0,0823408330398027;0,00736394857344135;0,499714635592422;0,297684043677351;0,0534739344839732;0,107624823881648;0,00687411940824234;0,470383670598113;0,317915576007937;0,0484056297608305;0,0849564764109434;0,0321508444080736;0,427858241003909;0,275950204305837;0,0949391566568951;0,110426043529194;0,0382323761693637;0,438080991558927;0,229693408848975;0,100158206444707;0,128882380271833;0,0548958719292364;0,387588892450523;0,184907458051767;0,136463350800736;0,14315624797831;0,0622357099587722
252;252;252;Augsburg-Stadt;9;Bayern;BY;0;0;0;252;253;253;238;0;0;0;0;0;0;0;0;2002;Augsburg-Stadt;9;0;197729;153010;151671;45076;46689;0;0;80852;80053;16048;13483;5716;6405;1424;1293;2005;Augsburg-Stadt;9;0;203162;149458;147128;41290;41149;0;0;72284;65285;17462;15457;7393;13427;5280;6052;2009;Augsburg-Stadt;9;0;206196;135957;134209;26268;24981;0;0;14638;17645;9318;10552;19708;16898;56644;51728;2013;Augsburg-Stadt;0,533074879179276;0,294595124501667;0,0373570354878766;0,104882033853996;0,00930658126919809;0,527806897824897;0,305136919155611;0,0418600091497288;0,0881184236324423;0,0084504280765963;0,491300092436518;0,276264903852587;0,0494654016513;0,116835498936156;0,0353276505774197;0,443729269751509;0,27532149500194;0,0898379477846619;0,103420358896814;0,0404929813057849;0,422058133210142;0,19320814669344;0,107666394521797;0,144957596887251;0,0685363754716565;0,385428697032241;0,183741918400671;0,129783681605213;0,124289297351368;0,0776127746272719
253;253;253;Augsburg-Land;9;Bayern;BY;0;0;0;253;254;254;239;0;0;0;0;0;0;0;0;2002;Augsburg-Land;9;0;237187;198040;196698;48269;45983;0;0;127518;122693;11812;13756;6206;8651;1504;942;2005;Augsburg-Land;9;0;236590;191577;189416;41804;41717;0;0;112956;100308;13159;14067;10866;19169;5007;5537;2009;Augsburg-Land;9;0;240672;177024;175270;27427;25356;0;0;20137;27522;8264;9425;15031;16430;92508;80335;2013;Augsburg-Land;0,648293322758747;0,243733589173904;0,0313371036154312;0,0596445162593415;0,0075944253686124;0,623763332621582;0,23219046657241;0,0436830943243789;0,0694607150070693;0,00475661482528782;0,596338218524306;0,218209910375463;0,0567187084044536;0,0686877861121116;0,0261357052255751;0,52956455632048;0,217755784880231;0,100058984116047;0,0734273947290124;0,0289022168631934;0,527802818508587;0,15493379428778;0,113752937454808;0,0849093908170643;0,0466829356471439;0,458349974325327;0,143234815618221;0,155470444685466;0,0928122740419378;0,0532413684020246
254;254;254;Donau-Ries;9;Bayern;BY;0;0;0;254;255;255;240;0;0;0;0;0;0;0;0;2002;Donau-Ries;9;0;179327;146402;145268;34269;33843;0;0;93287;95101;5724;6817;5263;5259;0;575;2005;Donau-Ries;9;0;187610;147222;145504;32778;32077;0;0;87740;82845;8154;7463;8950;12104;3883;3960;2009;Donau-Ries;9;0;189097;133619;132122;20901;18290;0;0;15337;19314;8025;7605;9962;10139;69102;64647;2013;Donau-Ries;0,642171710218355;0,23407467111105;0,0359489624458682;0,0390978265324244;0;0,654658975135611;0,231164874796792;0,0359216404147484;0,046563571535908;0,00392754197347031;0,603007477457664;0,222643354933366;0,0607925445925201;0,0553857439784815;0,0263751341511459;0,569365790631185;0,217881838312209;0,0822159731561859;0,0506921519881539;0,026898153808534;0,523016605864277;0,15642236508281;0,114781580463856;0,0745552653440005;0,060058823969645;0,489297770242655;0,136881730891565;0,144545311669748;0,0758799272558543;0,0569155584160935
255;255;255;Neu-Ulm;9;Bayern;BY;0;0;0;255;256;256;241;0;0;0;0;0;0;0;0;2002;Neu-Ulm;9;0;229564;183557;182289;46951;46524;0;0;110918;110317;11663;10651;8176;8587;1546;1082;2005;Neu-Ulm;9;0;232818;179115;176827;43541;41464;0;0;99959;91317;11833;11374;10813;17932;5453;5680;2009;Neu-Ulm;9;0;235775;164678;162888;24977;23937;0;0;18406;26391;10245;10341;17398;14310;82046;72060;2013;Neu-Ulm;0,608473358238841;0,255784306782089;0,0445420223690734;0,063538846243946;0,00842245188143192;0,605176395723275;0,253458053901513;0,0467811088653661;0,0580255724379893;0,0058946267371988;0,565292630650297;0,243089635150602;0,06036903665243;0,0660637020908355;0,0304441280741423;0,516420003732462;0,231493733076515;0,100114451609301;0,063501102643553;0,0317114702844541;0,503695790972938;0,151671747288648;0,11176963528826;0,105648599084274;0,0622123173708692;0,442389862973331;0,145356392475012;0,160258200852573;0,086896853253015;0,0627952731998203
256;256;256;Oberallgäu;9;Bayern;BY;0;0;0;256;257;257;242;0;0;0;0;0;0;0;0;2002;Oberallgäu;9;0;212926;172437;171417;38516;39130;0;0;110304;104190;13124;12994;8387;9176;0;1034;2005;Oberallgäu;9;0;217158;169643;167930;34349;35163;0;0;103030;88875;14162;13712;8943;18144;4707;5030;2009;Oberallgäu;9;0;221708;158857;157239;19107;20392;0;0;17464;26018;7842;8735;20093;17753;83181;70559;2013;Oberallgäu;0,643483435131871;0,223362735375818;0,0486380533180234;0,0761089557345581;0;0,607816027581862;0,226923456102809;0,0532136374444;0,0753550572092996;0,00599639288551761;0,613529446793307;0,202478145281562;0,0527165871860318;0,0834811928579429;0,0277465029503133;0,529238373131662;0,207276457030352;0,106954015196619;0,0808285635127886;0,0296505013469462;0,529009978440463;0,120277985861498;0,109935350661287;0,126484825975563;0,0493651523067916;0,448737272559607;0,128367021912789;0,16378252138716;0,111754596901616;0,0549865602397124
257;257;257;Ostallgäu;9;Bayern;BY;0;0;0;257;258;258;243;0;0;0;0;0;0;0;0;2002;Ostallgäu;9;0;235972;190790;189316;40844;38362;0;0;121417;124017;10998;11539;8932;9028;1440;1096;2005;Ostallgäu;9;0;239599;186381;183783;34467;34651;0;0;110880;103806;12241;12225;12640;18841;5055;5185;2009;Ostallgäu;9;0;242341;170224;168030;22859;20544;0;0;21115;28362;8822;9369;15030;15668;85429;77911;2013;Ostallgäu;0,64134568657694;0,21407830599088;0,0468158708527701;0,0576445306357776;0,00754756538602652;0,655079338249276;0,201069238429687;0,0473190418785052;0,0604801090203889;0,00574453587714241;0,603320220042115;0,184927648204484;0,0678180715845499;0,0656772954324743;0,0271218632800554;0,564829173536181;0,185914873297171;0,101088630278837;0,0655914497722407;0,0278193592694534;0,508415163958817;0,134287762007707;0,124042438199079;0,0882954225021149;0,0518258294952533;0,463673153603523;0,120688034589717;0,166615753360278;0,0920434251339412;0,0550392424100009
258;258;258;Stuttgart I;8;Baden-Württemberg;BW;0;0;0;258;259;259;162;0;0;0;0;0;0;0;0;2002;Stuttgart I;8;0;177965;147130;145857;61201;49313;54303;49495;0;0;19403;27571;7631;13602;1396;2086;2005;Stuttgart I;8;0;179288;145294;143831;55393;43391;56243;46703;0;0;14870;24805;9599;19697;4255;5607;2009;Stuttgart I;8;0;184454;142504;141384;25364;26656;48518;39482;14514;27557;6601;9439;42116;31076;0;0;2013;Stuttgart I;0,372303009111664;0,415965472711208;0,0518656970026507;0,131876571739278;0,00948820770746958;0,339339215807263;0,335166179569089;0,0924488547542989;0,187392102222524;0,014177937878067;0,391035312276213;0,381247677123625;0,0660660453976076;0,102344212424463;0,0292854488141286;0,324707469182582;0,298642751937451;0,135566506531584;0,170722810301871;0,0385907195066555;0,343164714536298;0,177987986302139;0,101849772637961;0,295542581260877;0,0463215067647224;0,279253663780909;0,187054398473025;0,193377028013249;0,218071071689216;0,066236737214394
259;259;259;Stuttgart II;8;Baden-Württemberg;BW;0;0;0;259;260;260;163;0;0;0;0;0;0;0;0;2002;Stuttgart II;8;0;179288;142379;140687;64110;52918;54440;51047;0;0;10316;18773;8224;10887;1621;2007;2005;Stuttgart II;8;0;179622;138583;136659;57524;46334;54297;45045;0;0;9089;17241;5839;16250;6448;6611;2009;Stuttgart II;8;0;181088;129259;127720;33525;26675;44002;37151;13327;22059;10902;11437;21453;22916;0;0;2013;Stuttgart II;0,386958283281327;0,450277077377984;0,0577613271620113;0,0724545052290015;0,0113851059496134;0,362840916360431;0,371669979421123;0,0764649281143989;0,131852309680501;0,0140961799141727;0,397317410488881;0,415086987581449;0,0421335950296934;0,0655852449434635;0,0465280734289199;0,329616051632165;0,334341152955269;0,11725824956885;0,12440919881948;0,0477042638707489;0,344519260883182;0,259362984395671;0,103103072126506;0,165969100797623;0,0843422895117555;0,290878484184153;0,206368608762253;0,17065736235001;0,177287461608089;0,0884812662948035
260;260;260;Böblingen;8;Baden-Württemberg;BW;1;0;0;260;261;261;164;0;0;0;0;1;0;0;0;2002;Böblingen;8;0;246593;205778;203735;72623;67435;95268;85673;0;0;18449;23287;11761;18133;1880;1668;2005;Böblingen;8;0;241166;196769;194198;63778;56981;96605;75622;0;0;13908;20247;9621;27218;4791;5916;2009;Böblingen;8;0;244919;185176;182669;36550;34915;82344;61918;23717;38125;9657;11118;24138;25364;0;0;2013;Böblingen;0,46760743122193;0,352919165314076;0,0571538259677905;0,0896548707830769;0,00913605924831615;0,420511939529291;0,32770752947351;0,0881192352924025;0,113165644529542;0,00810582277988901;0,497456204492322;0,324126259725871;0,0488948970620372;0,0706818655377626;0,0243483475547469;0,389406688019444;0,289583216868511;0,138324634469861;0,102897305978076;0,0300657115704201;0,450782562996458;0,197379790037586;0,128078152676373;0,130351665442606;0,0521503866591783;0,338962823467583;0,188550352097464;0,205885211906511;0,136972393830734;0,0600401779928284
261;261;261;Esslingen;8;Baden-Württemberg;BW;0;0;0;261;262;262;165;0;0;0;0;0;0;0;0;2002;Esslingen;8;0;161161;134788;133543;55416;47359;59876;54457;0;0;9746;15603;6154;10350;1049;1122;2005;Esslingen;8;0;163579;133889;132380;51793;41987;61861;50235;0;0;8742;15219;4063;15639;3739;4178;2009;Esslingen;8;0;165210;125558;124108;35396;25797;53829;41672;10819;22873;6225;7680;15511;19402;0;0;2013;Esslingen;0,448364946122223;0,411134522361041;0,0456568834020833;0,072306140012464;0,00778259192212957;0,407786256112263;0,351359171439594;0,0767872510906015;0,11575956316586;0,00832418316170579;0,467298685602055;0,386835363622105;0,0303460329078565;0,0652928918731188;0,0279261179036366;0,379475751624112;0,313595590377103;0,11680571219443;0,113668785337108;0,0312049533568852;0,433727076417314;0,281909555743163;0,0861673489542681;0,123536532917058;0,049578680769047;0,335772069487865;0,205458831774957;0,182170789595247;0,154526195065229;0,0611669507319327
262;262;262;Nürtingen;8;Baden-Württemberg;BW;0;0;0;262;263;263;166;0;0;0;0;1;0;0;0;2002;Nürtingen;8;0;187657;157359;155800;57597;51568;70732;66050;0;0;15758;18142;9416;12785;0;1128;2005;Nürtingen;8;0;201242;164944;162795;54989;47452;77838;63260;0;0;14650;18130;8136;21741;4261;4707;2009;Nürtingen;8;0;204091;154949;152971;36910;28943;66116;51146;17768;31686;7973;8661;21104;22902;0;0;2013;Nürtingen;0,453992297817715;0,36602291575315;0,0598376959690898;0,100140443190412;0;0,423940949935815;0,32770925082137;0,081247338887512;0,115290514047496;0,00716832211694279;0,478135077858657;0,333379813754971;0,0493258317974585;0,0888180230866233;0,0258330099912698;0,388586873061212;0,287685517508973;0,131808371326026;0,109916092734504;0,0285369579978659;0,432212641611809;0,238207410180124;0,114669988189662;0,136199652788982;0,0514556402429186;0,334350955409849;0,186790492355549;0,204493091275194;0,147803470819431;0,0558958108797088
263;263;263;Göppingen;8;Baden-Württemberg;BW;0;0;0;263;264;264;167;0;0;0;0;0;0;0;0;2002;Göppingen;8;0;179165;145541;143814;56972;51212;68948;60611;0;0;6645;14678;6472;10822;829;1068;2005;Göppingen;8;0;180833;142455;139881;50859;44017;67443;53166;0;0;6956;13356;5985;17179;5278;5609;2009;Göppingen;8;0;180442;129901;127856;33916;26524;55049;42318;13177;24408;8157;9327;14009;17018;0;0;2013;Göppingen;0,479424812605171;0,391449832006101;0,044468568994304;0,0456572374794731;0,00569598944627287;0,421454100435284;0,351873355274459;0,0743570540260133;0,100851306504696;0,00733813839399207;0,482145537993008;0,357018005686006;0,0420132673475834;0,0488294549155874;0,0370502965848865;0,380080211036524;0,308988803481801;0,120592467796848;0,0937559229230283;0,0393738373521463;0,430554686522338;0,261091138636346;0,101438788000092;0,107843665560696;0,0627939738724105;0,330981729445626;0,204186264924827;0,187896936898099;0,13100745952687;0,0718008329420097
264;264;264;Waiblingen;8;Baden-Württemberg;BW;0;0;0;264;265;265;168;0;0;0;0;0;0;0;0;2002;Waiblingen;8;0;214962;177967;176268;74934;58307;79259;73311;0;0;7777;21219;10437;15299;1448;1455;2005;Waiblingen;8;0;217671;176569;174236;68120;51024;81488;66983;0;0;7645;19440;9344;23836;4296;5593;2009;Waiblingen;8;0;220220;164521;162381;44071;31431;69575;53864;19793;33634;8627;10511;15379;22834;0;0;2013;Waiblingen;0,449650532144235;0,421055588957503;0,0586457039788275;0,0436991127568594;0,00813633988323678;0,415906460616788;0,32762815578169;0,0859653756033422;0,119229969601106;0,00817567301803143;0,467687504304507;0,385798186544637;0,0529198217127582;0,0432975210824097;0,024330431729239;0,384438347987787;0,288974848359565;0,134995384240722;0,110098601679797;0,031676002016209;0,428467616285157;0,267874617829943;0,120306830131108;0,093477428413394;0,0524370749022921;0,331713685714462;0,191045520024799;0,204435907878022;0,138790792664766;0,06388850055616
265;265;265;Ludwigsburg;8;Baden-Württemberg;BW;1;0;0;265;266;266;169;0;0;0;0;0;0;0;0;2002;Ludwigsburg;8;0;199714;166670;164931;68279;57933;74308;65093;0;0;8319;20401;9026;13833;1723;1667;2005;Ludwigsburg;8;0;203269;165170;162935;55972;52063;75355;59291;0;0;14228;17956;7499;21054;5168;5829;2009;Ludwigsburg;8;0;206805;156053;154171;34718;31079;61328;50274;19431;30179;9800;10382;23966;23090;0;0;2013;Ludwigsburg;0,450539922755577;0,409665806683866;0,054154916901662;0,0499130017399652;0,0103377932441351;0,394668073315508;0,347591048179036;0,0829963400731985;0,122403551928961;0,0100017999640007;0,462485040046644;0,338875098383484;0,0454017073318399;0,0861415511291397;0,0312889749954592;0,363893577193359;0,315208572985409;0,127468668644427;0,108712235878186;0,0352909123932918;0,397792062060958;0,222475697359231;0,124515389002454;0,153576028656931;0,0627991772026171;0,326092455779621;0,199156696763279;0,193389425387529;0,147962551184533;0,0665286793589357
266;266;266;Neckar-Zaber;8;Baden-Württemberg;BW;0;0;0;266;267;267;170;0;0;0;0;1;0;0;0;2002;Neckar-Zaber;8;0;205511;173202;171343;72991;59197;76138;70226;0;0;7891;19088;10135;14634;1426;1375;2005;Neckar-Zaber;8;0;218571;179071;176370;60239;56306;81743;66936;0;0;11593;16561;12581;22695;4693;5759;2009;Neckar-Zaber;8;0;224090;170674;168374;39430;33711;70606;55618;24682;34641;9169;10852;18626;22773;0;0;2013;Neckar-Zaber;0,444360143104766;0,421421230701724;0,0585154905832496;0,0455595200979203;0,00823316127989284;0,409856253246412;0,341780118012494;0,08449094121315;0,110206579600697;0,00793870740522627;0,463474513806203;0,33639729492771;0,0702570488800532;0,0647396842593161;0,0262074819485009;0,379520326586154;0,314433939610546;0,126737439339703;0,0924828699231031;0,0321604279866645;0,419340278190219;0,231025229384675;0,144614879829382;0,109132029483108;0,0537223009948791;0,330324159312008;0,19751690357055;0,202965888184492;0,133429813562698;0,0635832054091426
267;267;267;Heilbronn;8;Baden-Württemberg;BW;0;0;0;267;268;268;171;0;0;0;0;1;0;0;0;2002;Heilbronn;8;0;241418;193512;190795;75832;68145;93774;82676;0;0;8292;15699;9147;14825;1872;1598;2005;Heilbronn;8;0;237705;183367;179955;60353;58244;90333;71134;0;0;10059;13540;7918;20941;6082;6904;2009;Heilbronn;8;0;241035;168927;166229;41484;35331;73308;57889;19924;31932;10693;12256;14594;16917;0;0;2013;Heilbronn;0,491490867161089;0,391872338666336;0,0472683864566538;0,0428500558104924;0,00967381867791145;0,433323724416258;0,352148703956344;0,0766102360577122;0,0811267518293439;0,00825788581586672;0,501975493873468;0,329137740160443;0,0431811612776563;0,0548571989507381;0,0331684545201699;0,395287710816593;0,317636215894899;0,114202664601591;0,0738409855644691;0,0376512676762994;0,441006081971257;0,245573531762241;0,117944437538108;0,08639234699012;0,0632995317504011;0,348248500562477;0,209149514287236;0,189028396881493;0,100143849118258;0,0725520491099706
268;268;268;Schwäbisch Hall  Hohenlohe;8;Baden-Württemberg;BW;0;0;0;268;269;269;172;0;0;0;0;0;0;0;0;2002;Schwäbisch Hall - Hohenlohe;8;0;218189;170643;168136;58355;53557;79496;73006;0;0;11175;17166;14938;15682;1861;1498;2005;Schwäbisch Hall - Hohenlohe;8;0;220164;165515;162025;51836;48634;75371;64572;0;0;11577;14959;11513;18806;5578;5933;2009;Schwäbisch Hall - Hohenlohe;8;0;223234;154351;151790;32606;27907;65474;52745;19839;28688;10938;11554;18132;19829;0;0;2013;Schwäbisch Hall – Hohenlohe;0,47280772707808;0,341971249919422;0,0875394830142461;0,0654875969128531;0,0109058092040107;0,434208022077366;0,313854069607309;0,0918994626207931;0,100595981083314;0,00877856108952609;0,465181299182225;0,313180074313506;0,0695586502733891;0,0699453221762378;0,0337008730326556;0,398531090881037;0,293834395674108;0,113621121952693;0,090378515542398;0,0358456937437694;0,43134593846762;0,211245796917415;0,128531723150482;0,117472513945488;0,0708644582801537;0,347486659200211;0,180802197588613;0,185862093540048;0,128466935750335;0,0748553621291731
269;269;269;Backnang  Schwäbisch Gmünd;8;Baden-Württemberg;BW;0;0;0;269;270;270;173;0;0;0;0;0;0;0;0;2002;Backnang - Schwäbisch Gmünd;8;0;172868;138607;136799;52431;46151;65079;60509;0;0;8588;14021;7521;9710;1334;1075;2005;Backnang - Schwäbisch Gmünd;8;0;175509;136784;134295;46519;41011;65471;55177;0;0;9366;12406;6129;14546;4422;4711;2009;Backnang - Schwäbisch Gmünd;8;0;176381;126601;124412;30902;24289;55492;44068;12822;23060;8177;8840;12749;15606;0;0;2013;Backnang – Schwäbisch Gmünd;0,475727161748258;0,37827093869718;0,0542613287929181;0,0619593527022445;0,00962433354736774;0,442320484798865;0,332962981667593;0,0700541819677217;0,101156507247109;0,00775574105203922;0,487516288767266;0,34009094630951;0,0448078722657621;0,0684729208094514;0,0323283424961984;0,410864142373134;0,299823078722658;0,106342847116622;0,0906977424260147;0,0344411627090888;0,446034144616275;0,244089699133498;0,101278820862394;0,100702206143711;0,0645887473242707;0,354210204803395;0,191854724686219;0,182147060449759;0,12326916848998;0,0698256727829954
270;270;270;Aalen  Heidenheim;8;Baden-Württemberg;BW;0;0;0;270;271;271;174;0;0;0;0;0;0;0;0;2002;Aalen - Heidenheim;8;0;223224;181426;178651;68699;63567;87860;82745;0;0;8755;14120;7821;10571;0;1146;2005;Aalen - Heidenheim;8;0;224632;174933;171355;58375;54873;85134;71995;0;0;8794;13017;9146;16892;9162;6771;2009;Aalen - Heidenheim;8;0;224418;159936;157065;39951;32195;70599;57878;15604;26534;11775;12351;14226;17732;0;0;2013;Aalen – Heidenheim;0,491796855321269;0,37866127236449;0,0431084850021496;0,0482565894634727;0;0,463165613402668;0,350374257272938;0,0582661801505848;0,0778278747257835;0,0063166249600388;0,49682822211199;0,333699187689001;0,0522828740146227;0,050270675058451;0,0523743376035396;0,420151148201103;0,313680094664815;0,0965626839990168;0,0744113460582051;0,0387062475347705;0,449489065036768;0,249793667466987;0,0975640256102441;0,0889480792316927;0,0736231992797119;0,368497119027154;0,201299269707883;0,165903861544618;0,110869347739096;0,0772246398559424
271;271;271;Karlsruhe-Stadt;8;Baden-Württemberg;BW;0;0;0;271;272;272;175;0;0;0;0;0;0;0;0;2002;Karlsruhe-Stadt;8;0;196039;155007;152400;60969;56668;53487;53969;0;0;13541;21976;21216;12823;2009;2373;2005;Karlsruhe-Stadt;8;0;197356;150150;147814;58201;47399;61000;48557;0;0;13478;21778;6288;17804;6333;7333;2009;Karlsruhe-Stadt;8;0;201833;143521;141666;37845;29227;53872;40566;11845;24654;10034;11807;21452;26051;0;0;2013;Karlsruhe-Stadt;0,350964566929134;0,393330623778281;0,136871238073119;0,0873573451521544;0,0129607050004193;0,354127296587927;0,365583489777881;0,0827252962769423;0,141774242453567;0,0153089860457915;0,412680801547891;0,387619047619048;0,0418781218781219;0,0897635697635698;0,0421778221778222;0,328500683291163;0,315677655677656;0,118574758574759;0,145041625041625;0,0488378288378288;0,380274730704615;0,263689634269549;0,0825314762299594;0,149469415625588;0,0699131137603556;0,286349582821566;0,203642672500888;0,17177973955031;0,181513506734206;0,0822667066143631
272;272;272;Karlsruhe-Land;8;Baden-Württemberg;BW;0;0;0;272;273;273;176;0;0;0;0;0;0;0;0;2002;Karlsruhe-Land;8;0;201960;167158;165338;63846;58423;76994;71595;0;0;11931;14855;11098;13492;0;1251;2005;Karlsruhe-Land;8;0;205134;165906;163172;57983;50046;78578;66466;0;0;9599;14962;8182;19680;4446;5649;2009;Karlsruhe-Land;8;0;208654;155522;153183;39021;31160;68951;55285;17668;29292;8569;9935;15506;18066;0;0;2013;Karlsruhe-Land;0,465676372037886;0,381950011366492;0,0663922755716149;0,0713755847760801;0;0,433022051796925;0,349507651443544;0,0807140549659603;0,0888680170856316;0,00748393735268429;0,481565464663055;0,349493086446542;0,0493170831675768;0,0578580642050318;0,0267983074753173;0,407337043120143;0,301652743119598;0,1186213880149;0,0901835979410027;0,0340494014683013;0,450121749802524;0,250903409163977;0,11360450611489;0,099702935919034;0,0550983140648911;0,360908194773572;0,200357505690513;0,188346343282622;0,116163629582953;0,0638816373246229
273;273;273;Rastatt;8;Baden-Württemberg;BW;0;0;0;273;274;274;177;0;0;0;0;0;0;0;0;2002;Rastatt;8;0;204208;162560;159947;56508;54008;81436;74059;0;0;9886;13772;9015;11881;1498;1266;2005;Rastatt;8;0;207276;158399;155132;53604;48869;76326;64460;0;0;9092;13099;8105;17081;5313;5931;2009;Rastatt;8;0;208664;146160;143493;33279;27376;68652;55806;14235;25553;8935;10093;15404;16649;0;0;2013;Rastatt;0,509143653835333;0,347613188976378;0,0554564468503937;0,060814468503937;0,00921505905511811;0,463022126079264;0,332234251968504;0,0730868602362205;0,0847194881889764;0,0077878937007874;0,492006807106206;0,338411227343607;0,0511682523248253;0,0573993522686381;0,0335418784209496;0,415517108011242;0,308518361858345;0,107835276737858;0,0826962291428607;0,0374434182033977;0,478434488093496;0,227688834154351;0,0973932676518883;0,105391351943076;0,061131636562671;0,388910957328929;0,187301587301587;0,174828954570334;0,113909414340449;0,0690544608648057
274;274;274;Heidelberg;8;Baden-Württemberg;BW;0;0;0;274;275;275;178;0;0;0;0;0;0;0;0;2002;Heidelberg;8;0;208183;174246;172587;73918;59930;65695;61555;0;0;18302;30413;10952;14331;1631;2327;2005;Heidelberg;8;0;208852;170915;168640;64692;53397;65242;56533;0;0;18704;25686;12366;21107;5064;7307;2009;Heidelberg;8;0;211807;162920;160988;47683;35337;57963;49296;19314;28419;8985;11823;24985;28349;0;0;2013;Heidelberg;0,380648600416022;0,424216337821241;0,0628536666551886;0,105035409708114;0,0093603296488872;0,356660698662124;0,343939028729497;0,0822457904342137;0,174540592036546;0,0133546824604295;0,386871442125237;0,378503934704385;0,0723517537957464;0,109434514232221;0,0296287628353275;0,335228889943074;0,312418453617295;0,123494134511307;0,150285229500044;0,0427522452681157;0,36004546922752;0,292677387674933;0,118548981095016;0,153357476061871;0,0551497667566904;0,306209158446592;0,216897863982323;0,174435305671495;0,174005646943285;0,0725693591946968
275;275;275;Mannheim;8;Baden-Württemberg;BW;0;0;0;275;276;276;179;0;0;0;0;0;0;0;0;2002;Mannheim;8;0;198538;150891;148916;72040;61488;57209;51258;0;0;9429;17796;7110;10594;2628;2421;2005;Mannheim;8;0;198518;146286;143593;65730;53295;53513;44641;0;0;8293;15587;6579;14283;8984;9507;2009;Mannheim;8;0;198437;134143;132358;39845;32627;48137;38435;11782;19900;12520;14936;16648;18052;0;0;2013;Mannheim;0,384169598968546;0,477430728141506;0,0471201065669921;0,0624888164304034;0,0174165457184325;0,344207472669156;0,407499453247709;0,0702096215148683;0,117939439728016;0,0160446945145834;0,372671369774293;0,449325294286535;0,044973544973545;0,0566903189642208;0,0614139425508935;0,310885628129505;0,364320577498872;0,0976375046142488;0,106551549704004;0,0649891308806037;0,36368787681893;0,297033762477356;0,0878316423518186;0,124106364103979;0,0933332339369181;0,29038667855362;0,243225513071871;0,148349149787913;0,134572806631729;0,111343864383531
